path,category,ext,size_bytes,size_kb,lines,risk_flags
dsh/frontend/app-partner/index.ts,service:dsh,.ts,873,0.85,17,
dsh/frontend/control-panel/DshControlPanelSurfaceHost.tsx,service:dsh,.tsx,2996,2.93,96,
dsh/frontend/control-panel/fixture-locations.ts,service:dsh,.ts,2548,2.49,72,
dsh/frontend/control-panel/index.ts,service:dsh,.ts,2374,2.32,30,
dsh/frontend/control-panel/surface-catalog.ts,service:dsh,.ts,167,0.16,4,
dsh/frontend/control-panel/surface-meta.ts,service:dsh,.ts,305,0.3,11,
dsh/frontend/shared/banner.preview-store.ts,service:dsh,.ts,22977,22.44,578,
dsh/frontend/shared/campaign.preview-store.ts,service:dsh,.ts,5714,5.58,168,
dsh/frontend/shared/catalog-adoption.preview-store.ts,service:dsh,.ts,2015,1.97,52,
dsh/frontend/shared/catalog.ts,service:dsh,.ts,11562,11.29,389,
dsh/frontend/shared/commercial.preview-contract.ts,service:dsh,.ts,21627,21.12,634,
dsh/frontend/shared/dsh-assisted-order.preview.ts,service:dsh,.ts,21316,20.82,508,
dsh/frontend/shared/dsh-call-intake.preview.ts,service:dsh,.ts,14662,14.32,371,
dsh/frontend/shared/dsh-client-visibility.model.ts,service:dsh,.ts,15083,14.73,407,
dsh/frontend/shared/dsh-customer-360.preview.ts,service:dsh,.ts,21992,21.48,501,
dsh/frontend/shared/dsh-delivery-mode.model.ts,service:dsh,.ts,18105,17.68,387,
dsh/frontend/shared/dsh-flow-registry.ts,service:dsh,.ts,58826,57.45,1367,LARGE_GT40KB;NEEDS_VISUAL_EVIDENCE_TEXT
dsh/frontend/shared/dsh-governance.map.ts,service:dsh,.ts,12756,12.46,269,
dsh/frontend/shared/dsh-ops-intervention-playbook.preview.ts,service:dsh,.ts,3936,3.84,63,
dsh/frontend/shared/dsh-order-journey.model.ts,service:dsh,.ts,57507,56.16,1322,LARGE_GT40KB
dsh/frontend/shared/dsh-order-rescue.preview.ts,service:dsh,.ts,11802,11.53,323,
dsh/frontend/shared/dsh-partner-activation.model.ts,service:dsh,.ts,25043,24.46,563,
dsh/frontend/shared/dsh-partner-onboarding-journey.map.ts,service:dsh,.ts,18556,18.12,391,
dsh/frontend/shared/dsh-product-identity.model.ts,service:dsh,.ts,20632,20.15,426,
dsh/frontend/shared/dsh-role-permission.model.ts,service:dsh,.ts,20183,19.71,497,
dsh/frontend/shared/dsh-signal-layer.model.ts,service:dsh,.ts,31942,31.19,600,
dsh/frontend/shared/dshCrossSurfaceClosureMap.ts,service:dsh,.ts,42135,41.15,667,LARGE_GT40KB;NEEDS_VISUAL_EVIDENCE_TEXT
dsh/frontend/shared/dshFinancePreviewModel.ts,service:dsh,.ts,5701,5.57,132,
dsh/frontend/shared/dshStoreProductCardModel.ts,service:dsh,.ts,12352,12.06,406,
dsh/frontend/shared/growth.preview-store.ts,service:dsh,.ts,10985,10.73,289,
dsh/frontend/shared/index.ts,service:dsh,.ts,20078,19.61,701,
dsh/frontend/shared/loyalty.preview-store.ts,service:dsh,.ts,8293,8.1,206,
dsh/frontend/shared/marketing-review.preview-store.ts,service:dsh,.ts,6347,6.2,177,
dsh/frontend/shared/marketing-visibility.contract.ts,service:dsh,.ts,14143,13.81,420,
dsh/frontend/shared/news-ticker-fixtures.ts,service:dsh,.ts,2749,2.68,98,
dsh/frontend/shared/news-ticker.preview-store.ts,service:dsh,.ts,17819,17.4,624,
dsh/frontend/shared/operations-support.preview.ts,service:dsh,.ts,37891,37.0,768,
dsh/frontend/shared/partner-offer.preview-store.ts,service:dsh,.ts,6425,6.27,178,
dsh/frontend/shared/promo.preview-store.ts,service:dsh,.ts,5514,5.38,168,
dsh/frontend/shared/resolve-dsh-image-source.ts,service:dsh,.ts,4056,3.96,39,
dsh/frontend/shared/store-card-commercial-map.ts,service:dsh,.ts,10301,10.06,277,
dsh/frontend/shared/video.preview-store.ts,service:dsh,.ts,9403,9.18,272,
dsh/frontend/shared/workflow.ts,service:dsh,.ts,26778,26.15,734,
dsh/frontend/control-panel/administration/ControlPanelDshAdministrationScreen.tsx,service:dsh,.tsx,33996,33.2,724,
dsh/frontend/control-panel/administration/administration.mock.ts,service:dsh,.ts,4136,4.04,79,
dsh/frontend/control-panel/administration/administration.types.ts,service:dsh,.ts,912,0.89,45,
dsh/frontend/control-panel/administration/index.ts,service:dsh,.ts,217,0.21,3,
dsh/frontend/control-panel/catalogs/CatalogAdoptionQueue.tsx,service:dsh,.tsx,5496,5.37,136,
dsh/frontend/control-panel/catalogs/CatalogGovernanceScreens.tsx,service:dsh,.tsx,4825,4.71,67,
dsh/frontend/control-panel/catalogs/CatalogPublishingGateSection.tsx,service:dsh,.tsx,9179,8.96,212,
dsh/frontend/control-panel/catalogs/ControlPanelDshCatalogCategoriesScreen.tsx,service:dsh,.tsx,3300,3.22,73,
dsh/frontend/control-panel/catalogs/ControlPanelDshCatalogScreen.tsx,service:dsh,.tsx,35925,35.08,704,
dsh/frontend/control-panel/catalogs/ItemApprovalSection.tsx,service:dsh,.tsx,7507,7.33,198,
dsh/frontend/control-panel/catalogs/catalog.ts,service:dsh,.ts,13543,13.23,403,
dsh/frontend/control-panel/catalogs/index.ts,service:dsh,.ts,1087,1.06,20,
dsh/frontend/control-panel/dashboard/ControlPanelDshClosureDashboardScreen.tsx,service:dsh,.tsx,11315,11.05,257,NEEDS_VISUAL_EVIDENCE_TEXT
dsh/frontend/control-panel/dashboard/index.ts,service:dsh,.ts,202,0.2,3,
dsh/frontend/control-panel/finance/CaptainPayoutWorkspace.tsx,service:dsh,.tsx,2999,2.93,68,
dsh/frontend/control-panel/finance/CommissionBreakdownWorkspace.tsx,service:dsh,.tsx,8339,8.14,172,
dsh/frontend/control-panel/finance/FieldCommissionWorkspace.tsx,service:dsh,.tsx,2469,2.41,62,
dsh/frontend/control-panel/finance/FinanceHubScreen.tsx,service:dsh,.tsx,10740,10.49,228,CONTRACT_TBD
dsh/frontend/control-panel/finance/FinanceHubScreens.tsx,service:dsh,.tsx,24865,24.28,314,
dsh/frontend/control-panel/finance/PartnerSettlementWorkspace.tsx,service:dsh,.tsx,1138,1.11,32,
dsh/frontend/control-panel/finance/PlatformFeeAuditWorkspace.tsx,service:dsh,.tsx,2226,2.17,57,
dsh/frontend/control-panel/finance/RefundQueueWorkspace.tsx,service:dsh,.tsx,2056,2.01,57,
dsh/frontend/control-panel/finance/WltBoundaryBanner.tsx,service:dsh,.tsx,2277,2.22,53,
dsh/frontend/control-panel/finance/finance.registry.ts,service:dsh,.ts,6190,6.04,168,
dsh/frontend/control-panel/finance/finance.types.ts,service:dsh,.ts,965,0.94,37,
dsh/frontend/control-panel/finance/index.ts,service:dsh,.ts,1349,1.32,34,
dsh/frontend/control-panel/marketing/BannersCommandDeckScreen.tsx,service:dsh,.tsx,63633,62.14,1547,LARGE_GT40KB
dsh/frontend/control-panel/marketing/CampaignsCommandDeckScreen.tsx,service:dsh,.tsx,23668,23.11,598,
dsh/frontend/control-panel/marketing/ControlPanelDshMarketingScreen.tsx,service:dsh,.tsx,68180,66.58,1231,LARGE_GT40KB
dsh/frontend/control-panel/marketing/GrowthCommandDeckScreen.tsx,service:dsh,.tsx,13622,13.3,307,
dsh/frontend/control-panel/marketing/LoyaltyCommandDeckScreen.tsx,service:dsh,.tsx,11243,10.98,329,
dsh/frontend/control-panel/marketing/MarketingMediaReviewCommandDeckScreen.tsx,service:dsh,.tsx,17203,16.8,381,
dsh/frontend/control-panel/marketing/MarketingReviewQueue.tsx,service:dsh,.tsx,12721,12.42,248,
dsh/frontend/control-panel/marketing/MarketingReviewScreens.tsx,service:dsh,.tsx,7137,6.97,149,
dsh/frontend/control-panel/marketing/PartnerOffersCommandDeckScreen.tsx,service:dsh,.tsx,19719,19.26,445,
dsh/frontend/control-panel/marketing/PromosCommandDeckScreen.tsx,service:dsh,.tsx,14266,13.93,248,
dsh/frontend/control-panel/marketing/SmartSignalLayerScreen.tsx,service:dsh,.tsx,9990,9.76,144,
dsh/frontend/control-panel/marketing/VideosCommandDeckScreen.tsx,service:dsh,.tsx,31034,30.31,568,
dsh/frontend/control-panel/marketing/commercial-parity-preview.tsx,service:dsh,.tsx,6133,5.99,185,
dsh/frontend/control-panel/marketing/control-panel-marketing.module.css,service:dsh,.css,8616,8.41,470,
dsh/frontend/control-panel/marketing/flow-meta.ts,service:dsh,.ts,464,0.45,15,
dsh/frontend/control-panel/marketing/index.ts,service:dsh,.ts,2854,2.79,83,
dsh/frontend/control-panel/marketing/loyaltyCommerceData.ts,service:dsh,.ts,3161,3.09,87,
dsh/frontend/control-panel/marketing/section-catalog.ts,service:dsh,.ts,177,0.17,13,
dsh/frontend/control-panel/marketing/section-meta.ts,service:dsh,.ts,449,0.44,14,
dsh/frontend/control-panel/operations/AreaCapacityScreen.tsx,service:dsh,.tsx,2568,2.51,71,
dsh/frontend/control-panel/operations/AssistedOrderDeskScreen.tsx,service:dsh,.tsx,16735,16.34,381,
dsh/frontend/control-panel/operations/AuditSupportSlaScreen.tsx,service:dsh,.tsx,4572,4.46,107,
dsh/frontend/control-panel/operations/AuditTrailDetailWorkspace.tsx,service:dsh,.tsx,6694,6.54,176,
dsh/frontend/control-panel/operations/AwnakScreen.tsx,service:dsh,.tsx,2783,2.72,79,
dsh/frontend/control-panel/operations/CaptainOperationsScreen.tsx,service:dsh,.tsx,4347,4.25,92,
dsh/frontend/control-panel/operations/CommandCenterScreen.tsx,service:dsh,.tsx,14195,13.86,326,
dsh/frontend/control-panel/operations/ControlPanelDshSheinProxyScreen.tsx,service:dsh,.tsx,2866,2.8,79,
dsh/frontend/control-panel/operations/DispatchAssignmentScreen.tsx,service:dsh,.tsx,5243,5.12,114,
dsh/frontend/control-panel/operations/ExceptionsEscalationsScreen.tsx,service:dsh,.tsx,21661,21.15,474,
dsh/frontend/control-panel/operations/GeoHeatmapScreen.tsx,service:dsh,.tsx,21550,21.04,492,
dsh/frontend/control-panel/operations/LiveOrdersScreen.tsx,service:dsh,.tsx,28675,28.0,510,
dsh/frontend/control-panel/operations/OperationsHubScreen.tsx,service:dsh,.tsx,9767,9.54,251,
dsh/frontend/control-panel/operations/OrderRescueScreen.tsx,service:dsh,.tsx,14923,14.57,378,
dsh/frontend/control-panel/operations/PartnerStoresScreen.tsx,service:dsh,.tsx,4869,4.75,101,
dsh/frontend/control-panel/operations/flow-meta.ts,service:dsh,.ts,460,0.45,15,
dsh/frontend/control-panel/operations/geo-heatmap.preview-data.ts,service:dsh,.ts,3075,3.0,103,
dsh/frontend/control-panel/operations/index.ts,service:dsh,.ts,2190,2.14,53,
dsh/frontend/control-panel/operations/operations.preview-data.ts,service:dsh,.ts,29605,28.91,777,
dsh/frontend/control-panel/operations/operations.registry.ts,service:dsh,.ts,15038,14.69,400,
dsh/frontend/control-panel/operations/operations.types.ts,service:dsh,.ts,4538,4.43,178,
dsh/frontend/control-panel/operations/operations.ui.tsx,service:dsh,.tsx,2684,2.62,83,
dsh/frontend/control-panel/partners/ControlPanelDshPartnerApprovalsScreen.tsx,service:dsh,.tsx,14875,14.53,321,
dsh/frontend/control-panel/partners/DshPartnerPromotionEligibilityScreen.tsx,service:dsh,.tsx,12612,12.32,260,
dsh/frontend/control-panel/partners/PartnerDeactivationWorkspace.tsx,service:dsh,.tsx,5825,5.69,135,
dsh/frontend/control-panel/partners/PartnerFulfillmentLane.tsx,service:dsh,.tsx,7362,7.19,151,
dsh/frontend/control-panel/partners/PartnerIntakeLane.tsx,service:dsh,.tsx,4048,3.95,113,
dsh/frontend/control-panel/partners/PartnerManagementScreens.tsx,service:dsh,.tsx,6744,6.59,140,
dsh/frontend/control-panel/partners/PartnerTopologyLane.tsx,service:dsh,.tsx,4808,4.7,89,
dsh/frontend/control-panel/partners/index.ts,service:dsh,.ts,1143,1.12,19,
dsh/frontend/control-panel/partners/workflow.ts,service:dsh,.ts,9486,9.26,194,
dsh/frontend/control-panel/platform/ControlPanelDshPlatformScreen.tsx,service:dsh,.tsx,13512,13.2,293,
dsh/frontend/control-panel/platform/index.ts,service:dsh,.ts,482,0.47,9,
dsh/frontend/control-panel/platform/useDemoPlatformState.tsx,service:dsh,.tsx,3367,3.29,103,
dsh/frontend/control-panel/shared/ControlPanelDshActionQueue.tsx,service:dsh,.tsx,5461,5.33,147,
dsh/frontend/control-panel/shared/ControlPanelDshDecisionBoard.tsx,service:dsh,.tsx,4196,4.1,93,
dsh/frontend/control-panel/shared/ControlPanelDshWorkspaceFrame.tsx,service:dsh,.tsx,7321,7.15,204,
dsh/frontend/control-panel/shared/control-panel-surface.module.css,service:dsh,.css,10309,10.07,538,
dsh/frontend/control-panel/shared/dsh-control-panel-governance.map.ts,service:dsh,.ts,1018,0.99,29,
dsh/frontend/control-panel/shared/index.ts,service:dsh,.ts,1646,1.61,38,
dsh/frontend/control-panel/shared/journeyFixtures.ts,service:dsh,.ts,7629,7.45,177,HARDCODED_COLOR_CANDIDATE
dsh/frontend/control-panel/shared/recommendation.preview-data.ts,service:dsh,.ts,1563,1.53,65,
dsh/frontend/control-panel/support/AuditTrailDetailPanel.tsx,service:dsh,.tsx,3522,3.44,106,
dsh/frontend/control-panel/support/Customer360Workspace.tsx,service:dsh,.tsx,15713,15.34,400,
dsh/frontend/control-panel/support/ManualCallIntakeWorkspace.tsx,service:dsh,.tsx,15090,14.74,396,
dsh/frontend/control-panel/support/OpsCaptainMessagingWorkspace.tsx,service:dsh,.tsx,5636,5.5,140,
dsh/frontend/control-panel/support/OpsClientMessagingWorkspace.tsx,service:dsh,.tsx,5219,5.1,133,
dsh/frontend/control-panel/support/OpsPartnerMessagingWorkspace.tsx,service:dsh,.tsx,5259,5.14,133,
dsh/frontend/control-panel/support/SupportEscalationQueueScreen.tsx,service:dsh,.tsx,6762,6.6,184,
dsh/frontend/control-panel/support/SupportHubScreens.tsx,service:dsh,.tsx,28660,27.99,704,
dsh/frontend/control-panel/support/SupportSlaDashboardScreen.tsx,service:dsh,.tsx,5681,5.55,148,
dsh/frontend/control-panel/support/SupportTicketDetailWorkspace.tsx,service:dsh,.tsx,8887,8.68,209,
dsh/frontend/control-panel/support/SupportTicketListScreen.tsx,service:dsh,.tsx,412,0.4,11,
dsh/frontend/control-panel/support/index.ts,service:dsh,.ts,1119,1.09,16,
dsh/frontend/control-panel/platform/Appearance/DshPlatformAppearanceWorkspace.tsx,service:dsh,.tsx,6675,6.52,136,
dsh/frontend/control-panel/platform/Appearance/appearance.preview.ts,service:dsh,.ts,2268,2.21,50,HARDCODED_COLOR_CANDIDATE
dsh/frontend/control-panel/platform/Appearance/appearance.types.ts,service:dsh,.ts,731,0.71,22,
dsh/frontend/control-panel/platform/Appearance/index.ts,service:dsh,.ts,124,0.12,4,
dsh/frontend/control-panel/platform/Audit/DshPlatformAuditWorkspace.tsx,service:dsh,.tsx,4317,4.22,95,
dsh/frontend/control-panel/platform/Audit/index.ts,service:dsh,.ts,60,0.06,4,
dsh/frontend/control-panel/platform/Health/DshPlatformHealthWorkspace.tsx,service:dsh,.tsx,8204,8.01,170,
dsh/frontend/control-panel/platform/Health/index.ts,service:dsh,.ts,61,0.06,4,
dsh/frontend/control-panel/platform/Providers/DshPlatformProvidersWorkspace.tsx,service:dsh,.tsx,9515,9.29,236,
dsh/frontend/control-panel/platform/Providers/index.ts,service:dsh,.ts,208,0.2,3,
dsh/frontend/control-panel/platform/Providers/providers.preview.ts,service:dsh,.ts,3504,3.42,115,
dsh/frontend/control-panel/platform/Providers/providers.types.ts,service:dsh,.ts,1053,1.03,35,
dsh/frontend/control-panel/platform/Rollouts/DshPlatformRolloutsWorkspace.tsx,service:dsh,.tsx,7467,7.29,190,
dsh/frontend/control-panel/platform/Rollouts/index.ts,service:dsh,.ts,63,0.06,4,
dsh/frontend/control-panel/platform/Services/DshPlatformServicesWorkspace.tsx,service:dsh,.tsx,12993,12.69,271,
dsh/frontend/control-panel/platform/Services/index.ts,service:dsh,.ts,215,0.21,3,
dsh/frontend/control-panel/platform/Services/services.preview.ts,service:dsh,.ts,4939,4.82,129,HARDCODED_COLOR_CANDIDATE
dsh/frontend/control-panel/platform/Services/services.types.ts,service:dsh,.ts,783,0.76,23,
dsh/frontend/control-panel/platform/Vars/DshPlatformVarsWorkspace.tsx,service:dsh,.tsx,24508,23.93,518,
dsh/frontend/control-panel/platform/Vars/dsh-platform-vars.module.css,service:dsh,.css,4636,4.53,256,
dsh/frontend/control-panel/platform/Vars/index.ts,service:dsh,.ts,588,0.57,21,
dsh/frontend/control-panel/platform/Vars/vars.preview.ts,service:dsh,.ts,20952,20.46,399,CONTRACT_TBD
dsh/frontend/control-panel/platform/Vars/vars.types.ts,service:dsh,.ts,1666,1.63,76,
dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,service:dsh,.ts,2570,2.51,45,
dsh/frontend/app-partner/data/partner-order-alert.preview-data.ts,service:dsh,.ts,814,0.79,32,
dsh/frontend/app-partner/data/partner-order-conversation.preview-data.ts,service:dsh,.ts,1065,1.04,31,
dsh/frontend/app-partner/parts/PartnerInventoryActionPanel.tsx,service:dsh,.tsx,2086,2.04,44,
dsh/frontend/app-partner/parts/PartnerOnboardingActionPanel.tsx,service:dsh,.tsx,1919,1.87,39,
dsh/frontend/app-partner/parts/PartnerOrderActionPanel.tsx,service:dsh,.tsx,5993,5.85,111,
dsh/frontend/app-partner/parts/PartnerOrderAlertsPanel.tsx,service:dsh,.tsx,6178,6.03,141,HARDCODED_COLOR_CANDIDATE
dsh/frontend/app-partner/parts/PartnerOrderConversationPanel.tsx,service:dsh,.tsx,3394,3.31,74,
dsh/frontend/app-partner/parts/PartnerOrderIssuePanel.tsx,service:dsh,.tsx,7971,7.78,219,
dsh/frontend/app-partner/parts/PartnerVideoSubmissionPanel.tsx,service:dsh,.tsx,3132,3.06,44,
dsh/frontend/app-partner/screens/DshPartnerOrderRejectionScreen.tsx,service:dsh,.tsx,7355,7.18,220,HARDCODED_COLOR_CANDIDATE
dsh/frontend/app-partner/screens/DshPartnerStoreCourierScreen.tsx,service:dsh,.tsx,11783,11.51,286,
dsh/frontend/app-partner/screens/InventoryCatalogScreen.tsx,service:dsh,.tsx,60920,59.49,1425,LARGE_GT40KB
dsh/frontend/app-partner/screens/OperationScreens.tsx,service:dsh,.tsx,21227,20.73,546,
dsh/frontend/app-partner/screens/OrdersInboxScreen.tsx,service:dsh,.tsx,46310,45.22,1145,LARGE_GT40KB;HARDCODED_COLOR_CANDIDATE
dsh/frontend/app-partner/screens/PartnerEntryScreen.tsx,service:dsh,.tsx,6719,6.56,178,
dsh/frontend/app-partner/screens/PartnerHubScreen.tsx,service:dsh,.tsx,98307,96.0,2304,GIANT_GT70KB;CONTRACT_TBD
dsh/frontend/app-partner/screens/PartnerHubScreen_old.tsx,service:dsh,.tsx,1,0.0,2,
dsh/frontend/app-partner/screens/PartnerSupportScreen.tsx,service:dsh,.tsx,36436,35.58,918,
dsh/frontend/app-partner/screens/PromotionsScreen.tsx,service:dsh,.tsx,17878,17.46,475,
dsh/frontend/app-partner/screens/StoreProfileScreen.tsx,service:dsh,.tsx,14404,14.07,329,
dsh/frontend/app-partner/sheets/AcceptanceTimerSheet.tsx,service:dsh,.tsx,2829,2.76,81,
dsh/frontend/app-partner/sheets/index.ts,service:dsh,.ts,246,0.24,4,
dsh/frontend/app-field/contracts/dsh-field-binding.contracts.ts,service:dsh,.ts,867,0.85,18,
dsh/frontend/app-field/data/field-finance.preview-data.ts,service:dsh,.ts,1210,1.18,42,
dsh/frontend/app-field/data/field-onboarding.storage.ts,service:dsh,.ts,1728,1.69,66,LOCAL_STORAGE
dsh/frontend/app-field/data/field-state.preview-data.ts,service:dsh,.ts,514,0.5,17,
dsh/frontend/app-field/data/field-stores.preview-data.ts,service:dsh,.ts,36100,35.25,968,
dsh/frontend/app-field/data/field-visit.preview-data.ts,service:dsh,.ts,160,0.16,2,
dsh/frontend/app-field/parts/FieldStoreCard.tsx,service:dsh,.tsx,2905,2.84,65,
dsh/frontend/app-field/screens/DshFieldFinanceScreen.tsx,service:dsh,.tsx,1472,1.44,38,
dsh/frontend/app-field/screens/DshFieldProfileHomeScreen.tsx,service:dsh,.tsx,5171,5.05,120,
dsh/frontend/app-field/screens/DshFieldProfileScreen.tsx,service:dsh,.tsx,1472,1.44,37,
dsh/frontend/app-field/screens/DshFieldReadinessEscalationScreen.tsx,service:dsh,.tsx,9976,9.74,286,
dsh/frontend/app-field/screens/DshFieldStoreOnboardingScreen.tsx,service:dsh,.tsx,25920,25.31,476,
dsh/frontend/app-field/screens/DshFieldStoreVisitScreen.tsx,service:dsh,.tsx,9944,9.71,268,
dsh/frontend/app-field/screens/DshFieldStoresHistoryScreen.tsx,service:dsh,.tsx,1556,1.52,39,
dsh/frontend/app-field/screens/DshFieldStoresScreen.tsx,service:dsh,.tsx,8322,8.13,186,
dsh/frontend/app-field/sections/DocumentVerificationSection.tsx,service:dsh,.tsx,4157,4.06,112,
dsh/frontend/app-field/sections/VisitEvidenceSection.tsx,service:dsh,.tsx,3670,3.58,116,
dsh/frontend/app-field/sections/index.ts,service:dsh,.ts,471,0.46,8,
dsh/frontend/app-field/types/DshFieldStoreVisitTypes.ts,service:dsh,.ts,470,0.46,23,
dsh/frontend/app-client/contracts/dsh-client-binding.contracts.ts,service:dsh,.ts,14361,14.02,470,
dsh/frontend/app-client/data/categories.preview-data.ts,service:dsh,.ts,6309,6.16,215,
dsh/frontend/app-client/data/client-state.preview-data.ts,service:dsh,.ts,11450,11.18,413,
dsh/frontend/app-client/data/discovery.preview-data.ts,service:dsh,.ts,6500,6.35,238,
dsh/frontend/app-client/data/home.preview-data.ts,service:dsh,.ts,23264,22.72,826,
dsh/frontend/app-client/data/items.preview-data.ts,service:dsh,.ts,11136,10.88,387,
dsh/frontend/app-client/data/loyalty-commercial.preview-data.ts,service:dsh,.ts,2558,2.5,62,
dsh/frontend/app-client/data/notifications.preview-data.ts,service:dsh,.ts,6861,6.7,189,
dsh/frontend/app-client/data/store.preview-data.ts,service:dsh,.ts,699,0.68,31,
dsh/frontend/app-client/data/subscriptions-commercial.preview-data.ts,service:dsh,.ts,897,0.88,22,
dsh/frontend/app-client/data/surface-catalog.preview-data.ts,service:dsh,.ts,580,0.57,31,
dsh/frontend/app-client/data/surface-meta.preview-data.ts,service:dsh,.ts,99,0.1,6,
dsh/frontend/app-client/parts/ApprovedVideoReelsViewer.tsx,service:dsh,.tsx,10732,10.48,386,
dsh/frontend/app-client/parts/AwnakOrderCreateScreen.tsx,service:dsh,.tsx,9700,9.47,242,
dsh/frontend/app-client/parts/CartDetails.tsx,service:dsh,.tsx,5046,4.93,146,
dsh/frontend/app-client/parts/LoyaltyRewardsScreen.tsx,service:dsh,.tsx,6642,6.49,172,
dsh/frontend/app-client/parts/OperationScreen.tsx,service:dsh,.tsx,2900,2.83,81,
dsh/frontend/app-client/parts/SheinOrderCreateScreen.tsx,service:dsh,.tsx,7515,7.34,211,
dsh/frontend/app-client/parts/SubscriptionsScreen.tsx,service:dsh,.tsx,16177,15.8,328,
dsh/frontend/app-client/screens/AddressLocationScreen.tsx,service:dsh,.tsx,5961,5.82,199,
dsh/frontend/app-client/screens/BellScreen.tsx,service:dsh,.tsx,9285,9.07,237,
dsh/frontend/app-client/screens/BenefitsScreen.tsx,service:dsh,.tsx,16892,16.5,499,
dsh/frontend/app-client/screens/CartScreen.tsx,service:dsh,.tsx,99572,97.24,2440,GIANT_GT70KB
dsh/frontend/app-client/screens/DshCheckoutIntentScreen.tsx,service:dsh,.tsx,14944,14.59,412,
dsh/frontend/app-client/screens/DshRatingScreen.tsx,service:dsh,.tsx,6888,6.73,236,
dsh/frontend/app-client/screens/EntryScreen.tsx,service:dsh,.tsx,4977,4.86,161,
dsh/frontend/app-client/screens/HomeScreen.tsx,service:dsh,.tsx,68840,67.23,2176,LARGE_GT40KB
dsh/frontend/app-client/screens/MySpaceScreen.tsx,service:dsh,.tsx,9937,9.7,333,
dsh/frontend/app-client/screens/MySpaceSubScreens.tsx,service:dsh,.tsx,26073,25.46,653,
dsh/frontend/app-client/screens/NotificationsScreen.tsx,service:dsh,.tsx,12419,12.13,361,
dsh/frontend/app-client/screens/OperationScreens.tsx,service:dsh,.tsx,36460,35.61,1006,
dsh/frontend/app-client/screens/OrdersTrackingScreens.tsx,service:dsh,.tsx,101947,99.56,2365,GIANT_GT70KB
dsh/frontend/app-client/screens/SearchScreen.tsx,service:dsh,.tsx,3389,3.31,71,
dsh/frontend/app-client/screens/StoreItemsScreen.tsx,service:dsh,.tsx,6647,6.49,217,
dsh/frontend/app-client/screens/StoreScreen.tsx,service:dsh,.tsx,81439,79.53,2347,GIANT_GT70KB
dsh/frontend/app-client/shared/get-dsh-category-icon-url.ts,service:dsh,.ts,439,0.43,20,
dsh/frontend/app-client/shared/map-menu-item-to-product-card.ts,service:dsh,.ts,1261,1.23,31,
dsh/frontend/app-client/shared/resolve-dev-media-url.ts,service:dsh,.ts,671,0.66,29,
dsh/frontend/app-client/shared/resolve-image-source.ts,service:dsh,.ts,79,0.08,2,
dsh/frontend/app-client/shared/store-builders.ts,service:dsh,.ts,2185,2.13,72,
dsh/frontend/app-client/shared/store-profile.ts,service:dsh,.ts,684,0.67,26,
dsh/frontend/app-client/sheets/CancelOrderSheet.tsx,service:dsh,.tsx,981,0.96,31,
dsh/frontend/app-client/sheets/index.ts,service:dsh,.ts,227,0.22,4,
dsh/frontend/app-captain/contracts/dshCaptainBinding.contracts.ts,service:dsh,.ts,2212,2.16,66,
dsh/frontend/app-captain/data/captain-finance.preview-data.ts,service:dsh,.ts,715,0.7,19,
dsh/frontend/app-captain/data/captain-orders.preview-data.ts,service:dsh,.ts,2067,2.02,65,
dsh/frontend/app-captain/data/captain-profile.preview-data.ts,service:dsh,.ts,284,0.28,10,
dsh/frontend/app-captain/data/captain-state.preview-data.ts,service:dsh,.ts,3392,3.31,61,
dsh/frontend/app-captain/data/fixture-locations.ts,service:dsh,.ts,1632,1.59,50,
dsh/frontend/app-captain/parts/OperationScreen.ts,service:dsh,.ts,428,0.42,7,
dsh/frontend/app-captain/screens/DshCaptainEntryScreen.tsx,service:dsh,.tsx,3569,3.49,94,
dsh/frontend/app-captain/screens/DshCaptainFinanceScreen.tsx,service:dsh,.tsx,1256,1.23,39,
dsh/frontend/app-captain/screens/DshCaptainMapScreen.tsx,service:dsh,.tsx,8109,7.92,183,
dsh/frontend/app-captain/screens/DshCaptainOperationsScreen.tsx,service:dsh,.tsx,20493,20.01,515,
dsh/frontend/app-captain/screens/DshCaptainOrdersScreen.tsx,service:dsh,.tsx,51539,50.33,1440,LARGE_GT40KB
dsh/frontend/app-captain/screens/DshCaptainPickupDropoffScreen.tsx,service:dsh,.tsx,13398,13.08,339,
dsh/frontend/app-captain/screens/DshCaptainPoDSubmissionScreen.tsx,service:dsh,.tsx,9797,9.57,252,
dsh/frontend/app-captain/screens/DshCaptainProfileScreen.tsx,service:dsh,.tsx,4013,3.92,107,
dsh/frontend/app-captain/sheets/OfferDeclineSheet.tsx,service:dsh,.tsx,2937,2.87,85,
dsh/frontend/app-captain/sheets/index.ts,service:dsh,.ts,241,0.24,4,
dsh/backend/src/client.ts,service:dsh,.ts,119,0.12,4,
dsh/backend/src/contracts.ts,service:dsh,.ts,128,0.12,4,
dsh/backend/src/index.ts,service:dsh,.ts,55,0.05,3,
docs/developer-tools/GHB_COMMIT_PUSH_CURRENT_BRANCH.md,other,.md,883,0.86,42,
docs/platform/00_PLATFORM_VALUE_LOCK.md,other,.md,2869,2.8,85,
docs/platform/01_SERVICE_PRIORITY_LIST.md,other,.md,3858,3.77,101,
control-panel/composition/README.md,surface-shell,.md,614,0.6,24,
