flowId,label,domain,owner_surface,visible_surfaces,route_screen_component,source_file,reachable,duplicate,contradiction,hidden_compat,should_be_visible,should_be_on_demand,current_on_demand_status,notes
order-issue-workspace,order issue workspace,support/communication,shared/multi,app-client|shared,dsh/frontend/app-client/DshClientSurface.tsx | dsh/frontend/app-client/data/surface-catalog.preview-data.ts | dsh/frontend/app-client/dsh-client.routes.ts | dsh/frontend/app-client/dsh-client.types.ts | dsh/frontend/app-client/screens/OperationScreens.tsx | ...,dsh/frontend/app-client/DshClientSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,15 refs across 6 files
order-issues,order issues,support/communication,app-partner,app-partner,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts | dsh/frontend/app-partner/screens/PartnerSupportScreen.tsx,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,11 refs across 3 files
order-offer-reject,order offer reject,support/communication,app-captain,app-captain,dsh/frontend/app-captain/data/captain-orders.preview-data.ts | dsh/frontend/app-captain/data/captain-state.preview-data.ts | dsh/frontend/app-captain/screens/DshCaptainOrdersScreen.tsx,dsh/frontend/app-captain/data/captain-orders.preview-data.ts,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,7 refs across 3 files
order-out-for-delivery,order out for delivery,order/delivery,app-partner,app-partner,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts | dsh/frontend/app-partner/parts/PartnerOrderActionPanel.tsx | dsh/frontend/app-partner/screens/OperationScreens.tsx,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,11 refs across 4 files
order-pickup,order pickup,order/delivery,app-captain,app-captain,dsh/frontend/app-captain/DshCaptainSurface.tsx | dsh/frontend/app-captain/data/captain-state.preview-data.ts | dsh/frontend/app-captain/screens/DshCaptainOperationsScreen.tsx,dsh/frontend/app-captain/DshCaptainSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,11 refs across 3 files
order-pickup-ready,order pickup ready,order/delivery,app-client,app-client,dsh/frontend/app-client/screens/OrdersTrackingScreens.tsx,dsh/frontend/app-client/screens/OrdersTrackingScreens.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
order-quick-reply-config,order quick reply config,support/communication,app-partner,app-partner,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts | dsh/frontend/app-partner/screens/PartnerSupportScreen.tsx,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,5 refs across 3 files
order-quick-reply-settings,order quick reply settings,support/communication,app-partner,app-partner,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,4 refs across 2 files
order-quick-reply-setup,order quick reply setup,support/communication,app-partner,app-partner,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,4 refs across 2 files
order-reject,order reject,support/communication,shared/multi,app-partner|shared,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts | dsh/frontend/app-partner/parts/PartnerOrderIssuePanel.tsx | dsh/frontend/app-partner/screens/OperationScreens.tsx | dsh/frontend/app-partner/screens/PartnerSupportScreen.tsx | ...,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,25 refs across 6 files
order-rejection,order rejection,support/communication,shared/multi,app-partner|shared,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.routes.ts | dsh/frontend/app-partner/dsh-partner.types.ts | dsh/frontend/shared/operations-support.preview.ts,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,yes,no,yes,TBD,9 refs across 4 files
order-store-delivered,order store delivered,order/delivery,app-partner,app-partner,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts | dsh/frontend/app-partner/parts/PartnerOrderActionPanel.tsx | dsh/frontend/app-partner/screens/OperationScreens.tsx,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,11 refs across 4 files
order_handoff_pending,order_handoff_pending,order/delivery,app-partner,app-partner,dsh/frontend/app-partner/data/partner-order-alert.preview-data.ts | dsh/frontend/app-partner/parts/PartnerOrderAlertsPanel.tsx,dsh/frontend/app-partner/data/partner-order-alert.preview-data.ts,TBD,yes,TBD,no,TBD,yes,TBD,3 refs across 2 files
order_issue,order_issue,support/communication,app-client,app-client,dsh/frontend/app-client/contracts/dsh-client-binding.contracts.ts,dsh/frontend/app-client/contracts/dsh-client-binding.contracts.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
order_issue_required,order_issue_required,support/communication,app-partner,app-partner,dsh/frontend/app-partner/data/partner-order-alert.preview-data.ts | dsh/frontend/app-partner/parts/PartnerOrderAlertsPanel.tsx,dsh/frontend/app-partner/data/partner-order-alert.preview-data.ts,TBD,yes,TBD,no,TBD,yes,TBD,3 refs across 2 files
order_rejected,order_rejected,support/communication,app-partner,app-partner,dsh/frontend/app-partner/data/partner-order-alert.preview-data.ts | dsh/frontend/app-partner/parts/PartnerOrderAlertsPanel.tsx,dsh/frontend/app-partner/data/partner-order-alert.preview-data.ts,TBD,yes,TBD,no,TBD,yes,TBD,2 refs across 2 files
order_store_delivered,order_store_delivered,order/delivery,app-partner,app-partner,dsh/frontend/app-partner/data/partner-order-alert.preview-data.ts,dsh/frontend/app-partner/data/partner-order-alert.preview-data.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
orderchat,orderchat,support/communication,shared/multi,app-captain|control-panel,dsh/frontend/app-captain/DshCaptainSurface.tsx | dsh/frontend/app-captain/dsh-captain.routes.ts | dsh/frontend/app-captain/dsh-captain.types.ts | dsh/frontend/control-panel/operations/operations.registry.ts | dsh/frontend/control-panel/operations/operations.types.ts,dsh/frontend/app-captain/DshCaptainSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,10 refs across 5 files
out-for-delivery,out for delivery,order/delivery,shared/multi,app-captain|dsh-docs,dsh/docs/closure/DSH_LOOP_4_EVIDENCE.md | dsh/frontend/app-captain/screens/DshCaptainPickupDropoffScreen.tsx,dsh/docs/closure/DSH_LOOP_4_EVIDENCE.md,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,4 refs across 2 files
partner-catalog-readiness,partner catalog readiness,catalog/inventory,shared,shared,dsh/frontend/shared/dshCrossSurfaceClosureMap.ts,dsh/frontend/shared/dshCrossSurfaceClosureMap.ts,TBD,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
partner-commission-summary,partner commission summary,finance,app-partner,app-partner,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,5 refs across 2 files
partner-delivery-config,partner delivery config,order/delivery,shared,shared,dsh/frontend/shared/store-card-commercial-map.ts,dsh/frontend/shared/store-card-commercial-map.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
partner-dsh-wallet-bridge,partner dsh wallet bridge,finance,wlt-finance,wlt-finance,wlt/frontend/app-partner/surface-catalog.ts,wlt/frontend/app-partner/surface-catalog.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
partner-finance-bridge,partner finance bridge,finance,app-partner,app-partner,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts | dsh/frontend/app-partner/parts/PartnerOrderIssuePanel.tsx | dsh/frontend/app-partner/screens/PartnerSupportScreen.tsx,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,7 refs across 4 files
partner-intake-prep,partner intake prep,field/onboarding,shared,shared,dsh/frontend/shared/dshCrossSurfaceClosureMap.ts,dsh/frontend/shared/dshCrossSurfaceClosureMap.ts,TBD,no,TBD,no,TBD,TBD,TBD,2 refs across 1 files
partner-inventory-binding,partner inventory binding,catalog/inventory,app-partner,app-partner,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
partner-order-1042,partner order 1042,order/delivery,app-partner,app-partner,dsh/frontend/app-partner/DshPartnerSurface.tsx,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
partner-order-detail-binding,partner order detail binding,order/delivery,app-partner,app-partner,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
partner-reject-request,partner reject request,support/communication,shared/multi,app-partner|shared,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts | dsh/frontend/app-partner/parts/PartnerOrderIssuePanel.tsx | dsh/frontend/app-partner/screens/PartnerSupportScreen.tsx | dsh/frontend/shared/operations-support.preview.ts,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,12 refs across 5 files
partner-settlement,partner settlement,finance,wlt-finance,wlt-finance,wlt/frontend/app-partner/dsh/wlt-dsh-partner.adapter.ts | wlt/frontend/control-panel/finance/WltDshFinanceControlPanelPreview.tsx | wlt/frontend/shared/finance/dshFinancePreview.ts,wlt/frontend/app-partner/dsh/wlt-dsh-partner.adapter.ts,TBD,yes,TBD,no,TBD,yes,TBD,7 refs across 3 files
partner-settlement-cycle,partner settlement cycle,finance,control-panel,control-panel,dsh/frontend/control-panel/platform/Vars/vars.preview.ts,dsh/frontend/control-panel/platform/Vars/vars.preview.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
partner-settlement-summary,partner settlement summary,finance,app-partner,app-partner,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,5 refs across 2 files
partner-settlement-time,partner settlement time,finance,control-panel,control-panel,dsh/frontend/control-panel/platform/Vars/vars.preview.ts,dsh/frontend/control-panel/platform/Vars/vars.preview.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
partner-store-courier-binding,partner store courier binding,order/delivery,app-partner,app-partner,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
partner-stores,partner stores,other,control-panel,control-panel,dsh/frontend/control-panel/operations/CommandCenterScreen.tsx | dsh/frontend/control-panel/operations/OperationsHubScreen.tsx | dsh/frontend/control-panel/operations/operations.registry.ts | dsh/frontend/control-panel/operations/operations.types.ts,dsh/frontend/control-panel/operations/CommandCenterScreen.tsx,TBD-static-refs,yes,TBD,no,TBD,TBD,TBD,7 refs across 4 files
partner-support-directory-binding,partner support directory binding,support/communication,app-partner,app-partner,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
partner-support-workspace-binding,partner support workspace binding,support/communication,app-partner,app-partner,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
partner-wallet-bridge,partner wallet bridge,finance,app-partner,app-partner,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
partnerCourierCost,partnerCourierCost,order/delivery,control-panel,control-panel,dsh/frontend/control-panel/finance/CommissionBreakdownWorkspace.tsx,dsh/frontend/control-panel/finance/CommissionBreakdownWorkspace.tsx,TBD,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
partner_delivery,partner_delivery,order/delivery,shared/multi,app-client|app-field|app-partner|control-panel|wlt-finance,dsh/frontend/app-client/DshClientSurface.tsx | dsh/frontend/app-client/contracts/dsh-client-binding.contracts.ts | dsh/frontend/app-client/data/notifications.preview-data.ts | dsh/frontend/app-client/screens/CartScreen.tsx | dsh/frontend/app-client/screens/NotificationsScreen.tsx | ...,dsh/frontend/app-client/DshClientSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,76 refs across 23 files
partner_dsh_inventory_catalog_view,partner_dsh_inventory_catalog_view,catalog/inventory,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
partner_dsh_order_detail_view,partner_dsh_order_detail_view,order/delivery,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
partner_dsh_order_issue_view,partner_dsh_order_issue_view,support/communication,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
partner_dsh_order_rejection_view,partner_dsh_order_rejection_view,support/communication,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,TBD,no,TBD,yes,no,yes,TBD,1 refs across 1 files
partner_dsh_orders_inbox_view,partner_dsh_orders_inbox_view,order/delivery,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
partner_dsh_store_profile_view,partner_dsh_store_profile_view,other,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
partner_dsh_support_center_view,partner_dsh_support_center_view,support/communication,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
partner_wlt_dsh_wallet_bridge_view,partner_wlt_dsh_wallet_bridge_view,finance,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
payment-refund-review,payment refund review,finance,shared/multi,app-partner|control-panel|shared,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts | dsh/frontend/app-partner/parts/PartnerOrderIssuePanel.tsx | dsh/frontend/app-partner/screens/PartnerSupportScreen.tsx | dsh/frontend/control-panel/support/SupportHubScreens.tsx | ...,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,10 refs across 6 files
payment_issue,payment_issue,support/communication,app-client,app-client,dsh/frontend/app-client/contracts/dsh-client-binding.contracts.ts | dsh/frontend/app-client/screens/OrdersTrackingScreens.tsx,dsh/frontend/app-client/contracts/dsh-client-binding.contracts.ts,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,2 refs across 2 files
pending-catalog,pending catalog,catalog/inventory,shared/multi,app-partner|shared,dsh/frontend/app-partner/screens/InventoryCatalogScreen.tsx | dsh/frontend/shared/catalog.ts,dsh/frontend/app-partner/screens/InventoryCatalogScreen.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,4 refs across 2 files
pending-partner,pending partner,other,shared,shared,dsh/frontend/shared/workflow.ts,dsh/frontend/shared/workflow.ts,TBD,no,TBD,no,TBD,TBD,TBD,3 refs across 1 files
percentage_of_delivery_fee,percentage_of_delivery_fee,order/delivery,app-partner,app-partner,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts | dsh/frontend/app-partner/screens/DshPartnerStoreCourierScreen.tsx,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,2 refs across 2 files
platform-commission,platform commission,finance,wlt-finance,wlt-finance,wlt/frontend/app-partner/dsh/wlt-dsh-partner.adapter.ts | wlt/frontend/control-panel/finance/WltDshFinanceControlPanelPreview.tsx | wlt/frontend/shared/finance/dshFinancePreview.ts,wlt/frontend/app-partner/dsh/wlt-dsh-partner.adapter.ts,TBD,yes,TBD,no,TBD,yes,TBD,7 refs across 3 files
platform-commission-rate,platform commission rate,finance,control-panel,control-panel,dsh/frontend/control-panel/platform/Vars/vars.preview.ts,dsh/frontend/control-panel/platform/Vars/vars.preview.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
platformCommission,platformCommission,finance,control-panel,control-panel,dsh/frontend/control-panel/finance/CommissionBreakdownWorkspace.tsx,dsh/frontend/control-panel/finance/CommissionBreakdownWorkspace.tsx,TBD,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
preview-store-1,preview store 1,other,control-panel,control-panel,dsh/frontend/control-panel/marketing/GrowthCommandDeckScreen.tsx,dsh/frontend/control-panel/marketing/GrowthCommandDeckScreen.tsx,TBD-static-refs,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
private-store,private store,other,shared/multi,app-partner|shared,dsh/frontend/app-partner/screens/InventoryCatalogScreen.tsx | dsh/frontend/shared/catalog.ts,dsh/frontend/app-partner/screens/InventoryCatalogScreen.tsx,TBD-static-refs,yes,TBD,no,TBD,TBD,TBD,5 refs across 2 files
prod-rejected,prod rejected,support/communication,app-partner,app-partner,dsh/frontend/app-partner/screens/InventoryCatalogScreen.tsx,dsh/frontend/app-partner/screens/InventoryCatalogScreen.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,3 refs across 1 files
proof-of-delivery,proof of delivery,order/delivery,shared/multi,app-captain|shared,dsh/frontend/app-captain/screens/DshCaptainOperationsScreen.tsx | dsh/frontend/shared/operations-support.preview.ts,dsh/frontend/app-captain/screens/DshCaptainOperationsScreen.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,3 refs across 2 files
proxy-request-reject,proxy request reject,support/communication,app-client,app-client,dsh/frontend/app-client/screens/OperationScreens.tsx,dsh/frontend/app-client/screens/OperationScreens.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,4 refs across 1 files
ready_for_delivery,ready_for_delivery,order/delivery,control-panel,control-panel,dsh/frontend/control-panel/operations/operations.preview-data.ts,dsh/frontend/control-panel/operations/operations.preview-data.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
ready_for_pickup,ready_for_pickup,order/delivery,shared/multi,app-client|app-partner|shared,dsh/frontend/app-client/contracts/dsh-client-binding.contracts.ts | dsh/frontend/app-client/screens/OrdersTrackingScreens.tsx | dsh/frontend/app-partner/parts/PartnerOrderActionPanel.tsx | dsh/frontend/shared/dsh-order-journey.model.ts,dsh/frontend/app-client/contracts/dsh-client-binding.contracts.ts,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,11 refs across 4 files
refund_issue,refund_issue,finance,app-client,app-client,dsh/frontend/app-client/contracts/dsh-client-binding.contracts.ts,dsh/frontend/app-client/contracts/dsh-client-binding.contracts.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
reorder-three-outline,reorder three outline,order/delivery,app-client,app-client,dsh/frontend/app-client/screens/HomeScreen.tsx | dsh/frontend/app-client/screens/StoreScreen.tsx,dsh/frontend/app-client/screens/HomeScreen.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,2 refs across 2 files
request-docs,request docs,field/onboarding,control-panel,control-panel,dsh/frontend/control-panel/partners/PartnerManagementScreens.tsx,dsh/frontend/control-panel/partners/PartnerManagementScreens.tsx,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
sampleCatalogNote,sampleCatalogNote,catalog/inventory,app-field,app-field,dsh/frontend/app-field/screens/DshFieldStoreOnboardingScreen.tsx,dsh/frontend/app-field/screens/DshFieldStoreOnboardingScreen.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
scope-store,scope store,other,control-panel,control-panel,dsh/frontend/control-panel/platform/Vars/vars.preview.ts,dsh/frontend/control-panel/platform/Vars/vars.preview.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
shein-order-create,shein order create,order/delivery,app-client,app-client,dsh/frontend/app-client/data/surface-catalog.preview-data.ts,dsh/frontend/app-client/data/surface-catalog.preview-data.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
sim-captain-wallet-threshold,sim captain wallet threshold,finance,control-panel,control-panel,dsh/frontend/control-panel/platform/Vars/vars.preview.ts,dsh/frontend/control-panel/platform/Vars/vars.preview.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
step-catalog,step catalog,catalog/inventory,shared,shared,dsh/frontend/shared/catalog.ts,dsh/frontend/shared/catalog.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
step-field,step field,other,shared,shared,dsh/frontend/shared/catalog.ts,dsh/frontend/shared/catalog.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
step-partner,step partner,other,shared,shared,dsh/frontend/shared/catalog.ts,dsh/frontend/shared/catalog.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
store-courier,store courier,order/delivery,app-partner,app-partner,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts | dsh/frontend/app-partner/dsh-partner.types.ts,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,4 refs across 3 files
store-courier-compensation,store courier compensation,finance,wlt-finance,wlt-finance,wlt/frontend/app-partner/dsh/wlt-dsh-partner.adapter.ts | wlt/frontend/shared/finance/dshFinancePreview.ts,wlt/frontend/app-partner/dsh/wlt-dsh-partner.adapter.ts,TBD,yes,TBD,no,TBD,yes,TBD,8 refs across 2 files
store-courier-pickup,store courier pickup,order/delivery,app-client,app-client,dsh/frontend/app-client/DshClientSurface.tsx,dsh/frontend/app-client/DshClientSurface.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
store-delivery,store delivery,order/delivery,shared/multi,app-partner|control-panel|wlt-finance,dsh/frontend/app-partner/screens/PartnerHubScreen.tsx | dsh/frontend/control-panel/operations/PartnerStoresScreen.tsx | wlt/frontend/app-partner/dsh/wlt-dsh-partner.parts.tsx,dsh/frontend/app-partner/screens/PartnerHubScreen.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,3 refs across 3 files
store-delivery-fee,store delivery fee,order/delivery,wlt-finance,wlt-finance,wlt/frontend/app-partner/dsh/wlt-dsh-partner.adapter.ts | wlt/frontend/shared/finance/dshFinancePreview.ts,wlt/frontend/app-partner/dsh/wlt-dsh-partner.adapter.ts,TBD,yes,TBD,no,TBD,yes,TBD,8 refs across 2 files
store-delivery-finance,store delivery finance,finance,control-panel,control-panel,dsh/frontend/control-panel/finance/FinanceHubScreen.tsx | dsh/frontend/control-panel/finance/FinanceHubScreens.tsx | dsh/frontend/control-panel/finance/finance.registry.ts | dsh/frontend/control-panel/finance/finance.types.ts,dsh/frontend/control-panel/finance/FinanceHubScreen.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,9 refs across 4 files
store-hidden-catalog,store hidden catalog,catalog/inventory,app-client,app-client,dsh/frontend/app-client/data/discovery.preview-data.ts,dsh/frontend/app-client/data/discovery.preview-data.ts,TBD,no,TBD,yes,no,yes,TBD,1 refs across 1 files
store-hidden-partner,store hidden partner,other,app-client,app-client,dsh/frontend/app-client/data/discovery.preview-data.ts,dsh/frontend/app-client/data/discovery.preview-data.ts,TBD,no,TBD,yes,no,TBD,TBD,1 refs across 1 files
store-nomination,store nomination,field/onboarding,shared/multi,app-partner|control-panel,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts | dsh/frontend/app-partner/parts/PartnerOnboardingActionPanel.tsx | dsh/frontend/app-partner/screens/OperationScreens.tsx | dsh/frontend/control-panel/partners/PartnerManagementScreens.tsx,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,TBD,TBD,14 refs across 5 files
store-nomination-intake,store nomination intake,field/onboarding,shared/multi,app-field|shared,dsh/frontend/app-field/screens/DshFieldStoreOnboardingScreen.tsx | dsh/frontend/shared/operations-support.preview.ts,dsh/frontend/app-field/screens/DshFieldStoreOnboardingScreen.tsx,TBD-static-refs,yes,TBD,no,TBD,TBD,TBD,3 refs across 2 files
store-pickup,store pickup,order/delivery,control-panel,control-panel,dsh/frontend/control-panel/platform/Health/DshPlatformHealthWorkspace.tsx,dsh/frontend/control-panel/platform/Health/DshPlatformHealthWorkspace.tsx,TBD,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
store-test-catalog,store test catalog,catalog/inventory,app-client,app-client,dsh/frontend/app-client/data/home.preview-data.ts,dsh/frontend/app-client/data/home.preview-data.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
store-visible-client,store visible client,other,app-client,app-client,dsh/frontend/app-client/data/discovery.preview-data.ts,dsh/frontend/app-client/data/discovery.preview-data.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
store_courier_mode,store_courier_mode,order/delivery,app-captain,app-captain,dsh/frontend/app-captain/DshCaptainSurface.tsx,dsh/frontend/app-captain/DshCaptainSurface.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,5 refs across 1 files
store_nomination_intake,store_nomination_intake,field/onboarding,shared,shared,dsh/frontend/shared/operations-support.preview.ts,dsh/frontend/shared/operations-support.preview.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
store_retained_fee_salary_courier,store_retained_fee_salary_courier,order/delivery,app-partner,app-partner,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts | dsh/frontend/app-partner/screens/DshPartnerStoreCourierScreen.tsx,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,2 refs across 2 files
subscription-pro-catalog,subscription pro catalog,catalog/inventory,app-client,app-client,dsh/frontend/app-client/screens/OperationScreens.tsx,dsh/frontend/app-client/screens/OperationScreens.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,3 refs across 1 files
supportsPartnerDelivery,supportsPartnerDelivery,support/communication,shared/multi,app-client|shared,dsh/frontend/app-client/screens/HomeScreen.tsx | dsh/frontend/app-client/shared/store-builders.ts | dsh/frontend/shared/store-card-commercial-map.ts,dsh/frontend/app-client/screens/HomeScreen.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,3 refs across 3 files
