"Operation","Surface","ScreenName","UiNodeType","RelativePath","Decision"
"dsh_operations_screens_inventory","unknown","WHAT_TO_ADD","component","packages\surfaces\src\dsh\WHAT_TO_ADD.md","MODIFY_MAJOR"
"dsh_order_001","unknown","captainOrders","component","packages\surfaces\src\dsh\fixtures\captainOrders.ts","MODIFY_MAJOR"
"dsh_order_accept","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_accept.tsx","KEEP_REBUILD_CLEAN"
"dsh_order_cancel","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_cancel.tsx","KEEP_REBUILD_CLEAN"
"dsh_order_complete","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_complete.tsx","KEEP_REBUILD_CLEAN"
"dsh_order_create","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_create.tsx","KEEP_REBUILD_CLEAN"
"dsh_order_escrow_hold","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_escrow_hold.tsx","KEEP_REBUILD_CLEAN"
"dsh_order_escrow_release","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_escrow_release.tsx","KEEP_REBUILD_CLEAN"
"dsh_order_get","unknown","pattern_unification.test","component","packages\surfaces\src\dsh\__tests__\pattern_unification.test.ts","MODIFY_MAJOR"
"dsh_order_get","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_order_get","unknown","wrappers","component","packages\surfaces\src\dsh\wrappers.ts","MODIFY_MAJOR"
"dsh_order_issue_flag","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_issue_flag.tsx","KEEP_REBUILD_CLEAN"
"dsh_order_proof_code_generate","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_proof_code_generate.tsx","KEEP_REBUILD_CLEAN"
"dsh_order_proof_verify","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_proof_verify.tsx","KEEP_REBUILD_CLEAN"
"dsh_order_rate","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_rate.tsx","KEEP_REBUILD_CLEAN"
"dsh_order_receipt_get","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_receipt_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_order_status_get","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_status_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_order_status_update","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_status_update.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_orders_list.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_pickup.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_details.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_deliver.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_accept.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_orders_list.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_receipt_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_proof_verify.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_proof_code_generate.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_issue_flag.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_status_update.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_escrow_release.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_rate.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_accept.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_chat_send.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_escrow_hold.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","unknown","StyleSheet","component","packages\surfaces\src\dsh\components\ArrivalBellCustomerBlock.tsx","MODIFY_MAJOR"
"dsh_orders","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_chat_read_ack.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_create.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_complete.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders","unknown","StyleSheet","component","packages\surfaces\src\dsh\components\ArrivalBellCaptainBlock.tsx","MODIFY_MAJOR"
"dsh_orders_create","unknown","DshOrdersCreateScreen","screen","packages\surfaces\src\dsh\mobile\dsh\DshOrdersCreateScreen.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders_list","unknown","pattern_unification.test","component","packages\surfaces\src\dsh\__tests__\pattern_unification.test.ts","MODIFY_MAJOR"
"dsh_orders_list","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_orders_list.tsx","KEEP_REBUILD_CLEAN"
"dsh_orders_list","unknown","wrappers","component","packages\surfaces\src\dsh\wrappers.ts","MODIFY_MAJOR"
"dsh_partner_agreement_and_checkout_spec","unknown","checkoutConstants","component","packages\surfaces\src\dsh\checkoutConstants.ts","MODIFY_MAJOR"
"dsh_partner_agreement_and_checkout_spec","unknown","deliveryModes","component","packages\surfaces\src\dsh\deliveryModes.ts","MODIFY_MAJOR"
"dsh_partner_agreement_and_checkout_spec","unknown","index","component","packages\surfaces\src\dsh\index.ts","MODIFY_MAJOR"
"dsh_partner_agreement_and_checkout_spec","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_service_modes_resolve.tsx","KEEP_REBUILD_CLEAN"
"dsh_partner_app_analysis","unknown","WHAT_TO_ADD","component","packages\surfaces\src\dsh\WHAT_TO_ADD.md","MODIFY_MAJOR"
"dsh_partner_auction_status_update","app-partner","StyleSheet","component","packages\surfaces\src\dsh\app-partner\mobile\auto_dsh_partner_store_get.tsx","MODIFY_MAJOR"
"dsh_partner_chat_read_ack","app-partner","StyleSheet","screen","packages\surfaces\src\dsh\app-partner\mobile\auto_dsh_partner_chat_read_ack.tsx","KEEP_REBUILD_CLEAN"
"dsh_partner_chat_send","app-partner","StyleSheet","screen","packages\surfaces\src\dsh\app-partner\mobile\auto_dsh_partner_chat_send.tsx","KEEP_REBUILD_CLEAN"
"dsh_partner_delivery_ops_board","app-partner","StyleSheet","component","packages\surfaces\src\dsh\app-partner\mobile\auto_dsh_partner_delivery_ops_board.tsx","MODIFY_MAJOR"
"dsh_partner_delivery_zones_update","app-partner","StyleSheet","component","packages\surfaces\src\dsh\app-partner\mobile\auto_dsh_partner_store_get.tsx","MODIFY_MAJOR"
"dsh_partner_delivery_zones_update","app-partner","StyleSheet","component","packages\surfaces\src\dsh\app-partner\mobile\auto_dsh_partner_delivery_zones_update.tsx","MODIFY_MAJOR"
"dsh_partner_doc_upload","app-partner","StyleSheet","component","packages\surfaces\src\dsh\app-partner\mobile\auto_dsh_partner_doc_upload.tsx","MODIFY_MAJOR"
"dsh_partner_hours_update","app-partner","StyleSheet","component","packages\surfaces\src\dsh\app-partner\mobile\auto_dsh_partner_store_get.tsx","MODIFY_MAJOR"
"dsh_partner_hours_update","app-partner","StyleSheet","component","packages\surfaces\src\dsh\app-partner\mobile\auto_dsh_partner_hours_update.tsx","MODIFY_MAJOR"
